494	475	0
346	475	0
117	346	1
488	646	0
361	475	0
474	474	0
135	436	1
538	538	0
372	372	0
411	475	0
143	442	1
602	475	0
327	601	1
483	475	0
254	529	1
486	475	0
552	552	0
168	460	1
346	475	0
520	475	0
371	371	0
478	475	0
491	475	0
107	420	1
320	590	1
344	344	0
346	475	0
26	359	0
563	475	0
194	481	1
481	481	0
346	475	0
334	621	1
626	475	0
430	642	0
372	372	0
516	475	0
545	545	0
145	444	1
129	433	1
556	475	0
16	353	0
545	545	0
112	425	1
231	507	0
401	638	0
167	459	1
456	475	0
272	545	1
561	475	0
208	489	1
480	475	0
214	493	1
155	450	1
559	475	0
625	475	0
331	610	1
439	439	0
416	475	0
379	475	0
499	475	0
105	418	1
290	560	1
251	526	0
533	533	0
224	502	1
346	475	0
346	475	0
558	558	0
525	475	0
498	475	0
76	393	0
69	387	1
321	593	1
440	475	0
136	436	0
169	461	1
86	401	0
468	475	0
461	475	0
344	344	0
327	599	1
238	513	1
333	619	1
368	368	0
316	582	1
108	421	1
29	362	1
183	474	1
611	475	0
82	397	1
416	475	0
99	413	1
336	624	1
80	395	1
487	475	0
99	413	1
38	368	1
594	475	0
28	361	1
209	490	1
121	427	0
431	431	0
266	539	0
373	373	0
400	475	0
525	475	0
202	439	1
614	475	0
258	533	1
564	475	0
332	612	1
488	646	0
333	619	1
296	566	0
70	388	1
176	468	0
581	475	0
218	496	1
10	346	1
573	475	0
351	475	0
352	475	0
123	429	1
244	519	1
7	346	1
534	534	0
333	618	1
380	475	0
435	475	0
433	433	0
487	475	0
566	475	0
517	475	0
218	496	1
111	424	0
219	497	1
354	475	0
492	475	0
98	412	1
377	475	0
457	475	0
224	502	1
264	346	1
342	544	0
28	361	1
358	475	0
465	475	0
96	410	0
568	475	0
190	478	1
275	548	1
112	425	1
394	475	0
561	475	0
467	475	0
412	475	0
336	624	1
512	475	0
489	475	0
543	475	0
346	475	0
468	475	0
180	471	1
115	346	1
153	346	1
393	475	0
479	475	0
188	477	1
142	441	1
573	475	0
325	597	1
611	475	0
333	619	1
347	632	0
367	367	0
340	630	1
199	485	1
370	371	0
296	566	0
139	438	1
28	361	1
568	475	0
367	367	0
37	367	1
481	481	0
346	475	0
485	485	0
372	372	0
386	475	0
255	530	1
368	368	0
19	354	1
392	475	0
425	475	0
541	475	0
330	608	1
504	475	0
523	475	0
543	475	0
369	475	0
523	475	0
383	636	0
545	545	0
239	514	1
337	625	1
268	541	1
346	475	0
449	475	0
184	474	1
393	475	0
437	475	0
507	475	0
305	574	1
268	541	1
264	346	1
512	475	0
272	545	1
320	587	1
149	447	1
408	475	0
442	475	0
93	407	1
407	475	0
332	613	1
42	370	1
392	475	0
507	475	0
369	475	0
581	475	0
189	475	1
556	475	0
193	480	1
123	429	1
269	542	1
596	475	0
576	653	0
391	475	0
574	475	0
436	475	0
209	490	1
323	595	1
477	477	0
431	431	0
485	485	0
199	485	1
103	416	1
625	475	0
193	480	1
220	498	1
165	457	1
259	534	1
388	475	0
311	346	1
124	346	1
16	353	0
413	475	0
260	535	1
31	363	0
619	475	0
235	510	1
306	575	1
134	435	1
595	475	0
594	475	0
104	417	1
376	475	0
493	475	0
431	431	0
455	475	0
285	556	1
110	423	1
626	475	0
14	351	1
536	475	0
352	475	0
205	487	1
164	456	1
495	475	0
549	651	0
323	595	1
484	475	0
156	451	0
203	486	1
508	475	0
67	385	1
419	475	0
439	439	0
76	393	0
332	613	1
275	548	1
82	397	1
376	475	0
380	475	0
475	475	0
445	645	0
504	475	0
574	475	0
402	639	0
43	371	1
203	486	1
394	475	0
280	552	1
440	475	0
434	643	0
435	475	0
342	544	0
332	614	1
606	475	0
225	502	1
376	475	0
79	394	1
367	367	0
169	461	1
16	353	0
614	475	0
476	475	0
570	475	0
121	427	0
13	350	1
165	457	1
92	406	1
179	470	1
574	475	0
346	475	0
100	414	1
479	475	0
43	371	1
256	531	0
626	475	0
112	425	1
68	386	1
169	461	1
202	439	1
322	594	1
513	475	0
462	475	0
524	475	0
418	475	0
474	474	0
460	475	0
136	436	0
197	484	1
474	474	0
72	390	1
524	475	0
198	484	1
364	475	0
212	492	1
428	475	0
346	475	0
96	410	0
115	346	1
170	462	1
318	584	1
65	345	1
492	475	0
393	475	0
98	412	1
332	614	1
83	398	1
582	475	0
290	560	1
318	584	1
334	620	1
573	475	0
11	348	0
393	475	0
417	475	0
416	475	0
346	475	0
197	484	1
392	475	0
393	475	0
508	475	0
24	357	1
167	459	1
346	475	0
541	475	0
329	606	1
516	475	0
324	596	1
453	475	0
513	475	0
511	475	0
359	359	0
273	546	1
460	475	0
160	453	1
453	475	0
47	373	1
313	580	1
341	475	0
458	475	0
339	627	1
566	475	0
289	559	1
576	653	0
302	571	1
512	475	0
168	460	1
584	475	0
327	601	1
346	475	0
618	475	0
451	451	0
211	491	0
76	393	0
625	475	0
555	475	0
340	630	1
207	488	1
237	512	1
556	475	0
600	475	0
134	435	1
155	450	1
314	581	1
529	475	0
79	394	1
195	482	1
506	475	0
231	507	0
429	429	0
226	503	0
55	377	1
145	444	1
87	402	1
247	522	1
346	475	0
293	563	1
393	475	0
503	475	0
234	509	1
506	475	0
198	484	1
329	605	1
26	359	0
256	531	0
196	483	0
557	475	0
442	475	0
349	633	0
146	444	0
188	477	1
493	475	0
625	475	0
391	475	0
62	382	1
215	494	1
397	637	0
10	346	1
130	433	1
366	366	0
486	475	0
4	345	1
343	374	0
305	574	1
457	475	0
555	475	0
533	533	0
566	475	0
73	391	1
3	344	1
334	622	1
589	475	0
88	403	1
558	558	0
270	543	1
346	475	0
16	353	0
263	538	1
233	508	1
470	475	0
239	514	1
555	475	0
40	369	1
491	475	0
170	462	1
583	583	0
460	475	0
400	475	0
557	475	0
44	372	1
416	475	0
429	429	0
293	563	1
342	544	0
346	475	0
353	475	0
321	593	1
44	372	1
173	465	1
497	647	0
435	475	0
502	475	0
23	356	1
580	475	0
30	363	1
289	559	1
63	383	1
397	637	0
252	527	1
452	452	0
378	475	0
563	475	0
617	475	0
446	475	0
228	504	1
273	546	1
346	475	0
52	376	1
137	437	1
154	450	1
466	475	0
566	475	0
524	475	0
180	471	1
275	548	1
332	611	1
252	527	1
245	520	1
346	475	0
496	475	0
122	428	1
558	558	0
160	453	1
65	345	1
355	475	0
333	616	1
181	472	0
383	636	0
54	377	1
339	628	1
71	389	0
159	452	1
375	375	0
229	505	1
202	439	1
439	439	0
257	532	1
529	475	0
369	475	0
344	344	0
432	475	0
457	475	0
542	475	0
312	579	1
113	346	1
30	363	1
182	473	1
505	475	0
270	543	1
77	393	1
25	358	1
585	475	0
316	582	1
346	475	0
182	473	1
347	632	0
320	592	1
401	638	0
320	590	1
131	434	0
376	475	0
1	342	0
128	432	1
493	475	0
124	346	1
109	422	1
346	475	0
501	475	0
419	475	0
486	475	0
472	475	0
338	626	1
115	346	1
492	475	0
306	575	1
433	433	0
427	475	0
437	475	0
93	407	1
344	344	0
160	453	1
581	475	0
569	475	0
540	475	0
340	631	1
600	475	0
504	475	0
377	475	0
576	653	0
123	429	1
415	475	0
433	433	0
599	475	0
230	506	1
368	368	0
495	475	0
626	475	0
61	381	0
210	491	1
256	531	0
253	528	1
520	475	0
330	608	1
84	399	1
456	475	0
138	437	1
346	475	0
