436	456	0
29	343	1
456	456	0
264	327	1
57	327	1
359	456	0
420	420	0
435	456	0
473	456	0
447	456	0
551	456	0
33	345	1
414	414	0
325	325	0
92	387	1
186	456	1
272	526	0
269	523	1
252	508	1
100	395	1
459	456	0
41	350	0
37	348	1
87	383	1
92	387	1
313	561	1
25	339	1
346	347	0
79	375	1
557	588	0
459	456	0
404	456	0
445	456	0
386	456	0
82	378	1
6	327	0
54	358	1
564	564	0
305	555	1
149	428	1
286	538	0
142	422	1
270	524	1
90	386	1
34	346	1
374	456	0
327	456	1
174	447	1
28	342	1
90	386	1
552	456	0
125	411	0
123	410	1
469	581	0
257	513	1
552	456	0
420	420	0
288	539	1
563	456	0
14	332	1
217	476	1
458	458	0
20	327	0
327	456	0
327	456	0
81	377	1
120	407	1
327	456	0
473	456	0
213	473	1
450	456	0
533	533	0
19	335	1
131	415	1
327	456	0
496	496	0
88	384	1
561	456	0
125	411	1
13	331	0
279	532	0
50	356	1
147	426	1
195	463	0
98	393	1
425	425	0
520	456	0
484	456	0
517	456	0
428	456	0
491	456	0
16	334	1
345	456	0
343	456	0
323	525	0
2	324	1
301	551	1
309	559	1
281	533	1
469	581	0
16	334	1
327	456	0
34	346	1
420	420	1
327	456	0
350	456	0
287	538	1
489	456	0
354	354	0
27	341	1
498	456	0
97	392	1
407	456	0
483	456	0
9	328	1
345	456	0
327	456	0
202	420	1
219	478	1
89	385	1
249	505	1
80	376	1
530	586	0
112	406	1
341	456	1
416	456	0
237	493	0
156	432	1
476	456	0
310	327	1
486	456	0
69	368	0
449	456	0
201	322	1
368	456	0
13	331	0
261	517	1
356	356	0
62	363	0
55	358	0
394	456	0
74	373	1
167	440	0
386	456	1
368	456	0
513	513	0
563	456	0
102	397	1
425	425	0
291	542	1
327	456	0
76	374	1
521	456	0
0	322	1
327	456	0
153	327	1
427	456	0
433	433	0
267	521	1
49	355	1
415	578	1
507	456	0
456	456	0
353	353	0
239	495	1
41	350	0
515	515	0
424	456	0
536	456	0
489	456	0
273	527	1
557	588	1
167	440	1
486	456	0
236	492	1
290	541	1
361	456	0
501	456	0
237	493	0
109	403	1
166	439	1
223	482	1
500	456	1
55	358	1
159	433	1
292	543	1
418	456	0
530	586	0
508	456	0
290	541	1
454	456	0
278	531	1
417	456	0
134	416	1
548	456	0
532	456	0
314	561	1
51	356	1
327	456	1
357	456	0
469	581	0
390	456	0
327	456	0
125	411	1
95	390	1
193	461	1
199	466	1
349	349	0
39	349	1
315	562	1
425	425	0
523	456	0
538	456	1
