328	2	567
354	2	354
397	2	456
168	1	441
220	1	479
85	1	381
22	1	336
25	1	339
407	2	456
362	2	456
393	2	456
353	2	353
123	1	410
430	2	456
327	2	456
301	1	551
344	2	570
117	1	327
391	2	456
437	2	456
293	1	544
73	1	372
61	1	362
252	1	508
448	2	456
127	1	412
218	1	477
513	2	513
63	1	364
383	2	574
272	1	526
41	1	350
310	1	327
158	1	433
80	1	376
270	1	524
364	2	571
558	2	456
357	2	456
385	2	575
195	1	463
563	2	456
388	2	456
32	1	345
392	2	456
415	2	578
172	1	445
561	2	456
327	2	456
58	1	359
453	2	456
155	1	431
327	2	456
530	2	586
418	2	456
433	2	433
415	2	578
176	1	449
406	2	456
414	2	414
170	1	443
191	1	460
483	2	456
337	2	569
353	2	353
384	2	456
6	1	327
314	1	561
167	1	440
445	2	456
356	2	356
40	1	350
327	2	456
309	1	559
485	2	456
454	2	456
291	1	542
433	2	433
111	1	405
187	1	457
360	2	456
504	2	456
279	1	532
204	1	467
141	1	421
212	1	473
412	2	412
510	2	456
156	1	432
402	2	456
380	2	456
505	2	456
476	2	456
2	1	324
243	1	499
497	2	456
154	1	431
247	1	503
275	1	529
87	1	383
43	1	352
544	2	456
109	1	403
555	2	456
292	1	543
67	1	366
357	2	456
192	1	461
222	1	481
533	2	533
396	2	456
551	2	456
148	1	427
216	1	475
12	1	330
224	1	483
397	2	456
10	1	327
547	2	456
215	1	475
264	1	327
327	2	456
363	2	456
37	1	348
295	1	546
13	1	331
466	2	466
529	2	585
47	1	354
4	1	326
405	2	576
165	1	438
219	1	478
470	2	456
426	2	580
381	2	456
239	1	495
283	1	535
254	1	510
206	1	469
242	1	498
53	1	357
55	1	358
33	1	345
331	2	456
514	2	514
327	2	456
327	2	456
352	2	352
318	1	563
316	1	562
472	2	456
286	1	538
296	1	547
237	1	493
432	2	432
236	1	492
464	2	456
317	1	563
461	2	456
39	1	349
404	2	456
307	1	557
134	1	416
104	1	398
527	2	456
449	2	456
379	2	456
439	2	456
483	2	456
536	2	456
196	1	464
131	1	415
124	1	327
256	1	512
9	1	328
372	2	456
339	2	456
319	1	564
427	2	456
473	2	456
512	2	456
458	2	458
408	2	456
330	2	568
371	2	456
95	1	390
18	1	327
327	2	456
119	1	327
23	1	337
267	1	521
564	2	564
137	1	418
534	2	456
414	2	414
19	1	335
29	1	343
289	1	540
548	2	456
255	1	511
203	1	467
326	2	326
217	1	476
343	2	456
554	2	456
17	1	327
238	1	494
546	2	456
488	2	456
205	1	468
545	2	456
112	1	406
327	2	456
452	2	456
69	1	368
457	2	456
260	1	516
282	1	534
253	1	509
416	2	456
160	1	434
420	2	420
368	2	456
121	1	408
122	1	409
71	1	370
5	1	327
42	1	351
366	2	456
284	1	536
501	2	456
16	1	334
424	2	456
115	1	327
323	2	525
523	2	456
463	2	456
197	1	465
290	1	541
308	1	558
509	2	456
345	2	456
91	1	327
81	1	377
521	2	456
230	1	487
378	2	572
92	1	387
413	2	456
118	1	327
76	1	374
190	1	459
277	1	530
561	2	456
89	1	385
449	2	456
321	1	566
257	1	513
370	2	456
46	1	327
461	2	456
246	1	502
30	1	344
327	2	456
108	1	402
60	1	361
102	1	397
451	2	456
299	1	549
327	2	456
116	1	327
335	2	456
489	2	456
374	2	456
477	2	456
444	2	456
410	2	410
198	1	465
466	2	466
377	2	456
327	2	456
327	2	456
221	1	480
223	1	482
201	1	322
48	1	354
258	1	514
528	2	456
133	1	416
27	1	341
516	2	456
462	2	462
72	1	371
552	2	456
550	2	456
484	2	456
460	2	456
481	2	456
178	1	450
84	1	380
456	2	456
59	1	360
565	2	456
340	2	340
327	2	456
491	2	456
62	1	363
425	2	425
494	2	456
180	1	452
50	1	356
210	1	472
382	2	573
263	1	519
480	2	456
486	2	456
162	1	436
70	1	369
287	1	538
232	1	488
332	2	456
14	1	332
231	1	488
478	2	582
265	1	327
566	2	456
200	1	466
495	2	495
208	1	470
543	2	456
202	1	420
56	1	327
522	2	456
266	1	520
140	1	420
322	2	456
508	2	456
15	1	333
51	1	356
251	1	507
240	1	496
556	2	587
327	2	456
207	1	469
446	2	456
475	2	456
390	2	456
399	2	456
474	2	456
538	2	456
0	1	322
492	2	456
326	2	326
152	1	327
511	2	456
250	1	506
146	1	425
374	2	456
139	1	419
354	2	354
99	1	394
329	2	456
144	1	424
325	2	325
103	1	397
525	2	525
350	2	456
562	2	456
77	1	374
262	1	518
20	1	327
493	2	456
227	1	485
183	1	455
249	1	505
429	2	456
233	1	489
182	1	454
138	1	418
465	2	456
153	1	327
34	1	346
469	2	581
473	2	456
234	1	490
336	2	456
539	2	539
274	1	528
325	2	325
142	1	422
302	1	552
79	1	375
423	2	456
96	1	391
82	1	378
475	2	456
327	2	456
450	2	456
259	1	515
540	2	456
186	1	456
456	2	456
78	1	375
120	1	407
418	2	456
349	2	349
322	2	456
49	1	355
273	1	527
90	1	386
327	2	456
294	1	545
506	2	456
559	2	456
126	1	412
101	1	396
64	1	325
278	1	531
345	2	456
280	1	533
346	2	347
94	1	389
367	2	456
105	1	399
431	2	431
57	1	327
327	2	456
440	2	456
305	1	555
395	2	456
209	1	471
425	2	425
199	1	466
179	1	451
498	2	456
531	2	456
164	1	437
38	1	349
351	2	352
355	2	355
541	2	456
93	1	388
518	2	456
557	2	588
8	1	327
327	2	456
281	1	533
241	1	497
400	2	456
500	2	456
358	2	456
327	2	456
324	2	355
386	2	456
312	1	560
420	2	420
297	1	547
245	1	501
389	2	456
455	2	455
11	1	329
434	2	456
21	1	327
338	2	338
157	1	432
311	1	327
411	2	577
467	2	456
562	2	456
417	2	456
344	2	570
135	1	417
412	2	412
361	2	456
7	1	327
327	2	456
177	1	449
447	2	456
537	2	456
348	2	348
276	1	530
268	1	522
468	2	456
303	1	553
441	2	456
213	1	473
306	1	556
313	1	561
285	1	537
97	1	392
542	2	456
83	1	379
515	2	515
553	2	456
375	2	456
416	2	456
422	2	456
211	1	472
456	2	456
181	1	453
394	2	456
327	2	456
327	2	456
471	2	456
66	1	365
107	1	401
54	1	358
3	1	325
507	2	456
174	1	447
75	1	327
327	2	456
145	1	425
188	1	458
469	2	581
538	2	456
472	2	456
485	2	456
171	1	444
65	1	326
349	2	349
401	2	456
261	1	517
161	1	435
428	2	456
327	2	456
269	1	523
113	1	327
229	1	486
375	2	456
226	1	484
185	1	456
459	2	456
347	2	347
350	2	456
175	1	448
136	1	417
44	1	353
482	2	456
530	2	586
189	1	456
100	1	395
151	1	430
129	1	414
36	1	348
193	1	461
465	2	456
436	2	456
114	1	327
143	1	423
517	2	456
358	2	456
532	2	456
74	1	373
490	2	456
438	2	456
356	2	356
467	2	456
359	2	456
244	1	500
499	2	456
35	1	347
159	1	433
214	1	474
519	2	519
128	1	413
132	1	415
320	1	565
52	1	357
86	1	382
125	1	411
68	1	367
98	1	393
333	2	456
365	2	456
502	2	583
271	1	525
547	2	456
496	2	496
88	1	384
455	2	455
348	2	348
150	1	429
373	2	456
130	1	414
398	2	456
173	1	446
149	1	428
533	2	533
147	1	426
288	1	539
327	2	456
327	2	456
334	2	456
300	1	550
106	1	400
520	2	456
304	1	554
524	2	456
421	2	456
225	1	483
184	1	455
298	1	548
166	1	439
169	1	442
26	1	340
549	2	456
409	2	456
194	1	462
403	2	456
235	1	491
24	1	338
503	2	584
563	2	456
526	2	526
